"questionnaire","q1","q2","player","stage","stage","step","round","timestamp","session"
"true","","-1","510470564709976","[object Object]","[object Object]","NA","NA","1453782629290","lgc100"
"true","","-1","750586607726290","[object Object]","[object Object]","NA","NA","1453782629290","lgc100"
"NA","NA","NA","750586607726290","[object Object]","[object Object]","NA","NA","1453782630288","lgc100"
"NA","NA","NA","510470564709976","[object Object]","[object Object]","NA","NA","1453782630288","lgc100"
